image,niqe_low,niqe_enhanced,brisque_low,brisque_enhanced
astronaut,6.830237557485585,2.691675474573633,12.421437521437696,0.993654871758821
chelsea,9.39524989016572,3.3713065087482237,21.659727697519287,3.7305620068123915
coffee,9.498744064743514,4.280703538143233,-0.8843779489997416,-3.5539873477574986
rocket,11.768708591757877,6.503172298610607,25.37780287506618,-2.150562982339835
motorcycle_left,5.862401276403117,2.2621951795317434,13.733835381059947,10.965728739804575
cat,9.49097799545124,3.2819960369178993,19.544954135958136,4.282210867482007
hubble,19.394291422822597,5.692541296134066,21.23764652840984,3.2225570688769665
retina,14.637246559541914,7.328981810978303,30.763657844936773,37.642604218798596
